Year,Month,Line Name,Former Name,Line Category,Avg. Daily Boardings (Weekday),Avg. Daily Boardings (Saturday),Avg. Daily Boardings (Sunday),line_name
2009,8,G Line,Orange BRT,Train,20689.0,13054.0,10349.0,901
2009,9,G Line,Orange BRT,Train,24667.0,13996.0,10452.0,901
2009,10,G Line,Orange BRT,Train,23981.0,13823.0,10587.0,901
2009,11,G Line,Orange BRT,Train,23165.0,13035.0,9860.0,901
2009,12,G Line,Orange BRT,Train,20459.0,12660.0,9362.0,901
2010,1,G Line,Orange BRT,Train,19968.0,12851.0,9525.0,901
2010,2,G Line,Orange BRT,Train,23141.0,12849.0,10436.0,901
2010,3,G Line,Orange BRT,Train,23810.0,13696.0,11315.0,901
2010,4,G Line,Orange BRT,Train,23521.0,14200.0,10155.0,901
2010,5,G Line,Orange BRT,Train,24158.0,14487.0,10746.0,901
2010,6,G Line,Orange BRT,Train,21879.0,14140.0,10725.0,901
2010,7,G Line,Orange BRT,Train,21902.0,13415.0,10921.0,901
2010,8,G Line,Orange BRT,Train,21694.0,13880.0,10666.0,901
2010,9,G Line,Orange BRT,Train,25052.0,14125.0,10306.0,901
2010,10,G Line,Orange BRT,Train,23958.0,13520.0,10311.0,901
2010,11,G Line,Orange BRT,Train,23342.0,12161.0,9144.0,901
2010,12,G Line,Orange BRT,Train,19777.0,13051.0,8843.0,901
2011,1,G Line,Orange BRT,Train,21116.0,13082.0,9271.0,901
2011,2,G Line,Orange BRT,Train,24284.0,12928.0,10713.0,901
2011,3,G Line,Orange BRT,Train,24965.0,14021.0,9566.0,901
2011,4,G Line,Orange BRT,Train,24074.0,14727.0,10868.0,901
2011,5,G Line,Orange BRT,Train,25485.0,14844.0,11256.0,901
2011,6,G Line,Orange BRT,Train,22668.0,14886.0,11300.0,901
2011,7,G Line,Orange BRT,Train,22817.0,13817.0,10959.0,901
2011,8,G Line,Orange BRT,Train,22977.0,14187.0,11420.0,901
2011,9,G Line,Orange BRT,Train,26883.0,15327.0,11521.0,901
2011,10,G Line,Orange BRT,Train,26614.0,15376.0,11564.0,901
2011,11,G Line,Orange BRT,Train,25525.0,13723.0,9866.0,901
2011,12,G Line,Orange BRT,Train,22462.0,13510.0,11016.0,901
2012,1,G Line,Orange BRT,Train,23050.0,13999.0,10777.0,901
2012,2,G Line,Orange BRT,Train,27104.0,15622.0,11458.0,901
2012,3,G Line,Orange BRT,Train,27239.0,14961.0,10445.0,901
2012,4,G Line,Orange BRT,Train,25055.0,15355.0,11713.0,901
2012,5,G Line,Orange BRT,Train,26670.0,15986.0,11924.0,901
2012,6,G Line,Orange BRT,Train,24779.0,15182.0,11722.0,901
2012,7,G Line,Orange BRT,Train,26087.0,16999.0,13397.0,901
2012,8,G Line,Orange BRT,Train,27513.0,17776.0,13601.0,901
2012,9,G Line,Orange BRT,Train,31787.0,18542.0,13717.0,901
2012,10,G Line,Orange BRT,Train,32069.0,19396.0,14140.0,901
2012,11,G Line,Orange BRT,Train,29466.0,16866.0,13165.0,901
2012,12,G Line,Orange BRT,Train,25885.0,16522.0,12154.0,901
2013,1,G Line,Orange BRT,Train,26162.0,16488.0,12357.0,901
2013,2,G Line,Orange BRT,Train,30959.0,17646.0,13748.0,901
2013,3,G Line,Orange BRT,Train,30608.0,18372.0,14103.0,901
2013,4,G Line,Orange BRT,Train,30231.0,18266.0,13844.0,901
2013,5,G Line,Orange BRT,Train,31019.0,18712.0,14547.0,901
2013,6,G Line,Orange BRT,Train,27683.0,17465.0,14043.0,901
2013,7,G Line,Orange BRT,Train,27152.0,17179.0,14302.0,901
2013,8,G Line,Orange BRT,Train,28101.0,17678.0,14269.0,901
2013,9,G Line,Orange BRT,Train,31904.0,18043.0,13866.0,901
2013,10,G Line,Orange BRT,Train,31780.0,18395.0,14061.0,901
2013,11,G Line,Orange BRT,Train,29475.0,17921.0,13136.0,901
2013,12,G Line,Orange BRT,Train,25640.0,15686.0,12510.0,901
2014,1,G Line,Orange BRT,Train,24765.0,15577.0,11439.0,901
2014,2,G Line,Orange BRT,Train,30164.0,18030.0,13483.0,901
2014,3,G Line,Orange BRT,Train,31303.0,17836.0,14005.0,901
2014,4,G Line,Orange BRT,Train,29181.0,17922.0,13323.0,901
2014,5,G Line,Orange BRT,Train,29759.0,17603.0,13881.0,901
2014,6,G Line,Orange BRT,Train,25873.0,16922.0,12976.0,901
2014,7,G Line,Orange BRT,Train,25018.0,15433.0,13096.0,901
2014,8,G Line,Orange BRT,Train,25180.0,15838.0,12384.0,901
2014,9,G Line,Orange BRT,Train,30280.0,15971.0,12322.0,901
2014,10,G Line,Orange BRT,Train,30423.0,16313.0,12763.0,901
2014,11,G Line,Orange BRT,Train,28714.0,16271.0,11909.0,901
2014,12,G Line,Orange BRT,Train,25369.0,16798.0,11632.0,901
2015,1,G Line,Orange BRT,Train,25895.0,15709.0,11703.0,901
2015,2,G Line,Orange BRT,Train,29722.0,16758.0,12646.0,901
2015,3,G Line,Orange BRT,Train,29845.0,17383.0,12321.0,901
2015,4,G Line,Orange BRT,Train,28021.0,16337.0,12326.0,901
2015,5,G Line,Orange BRT,Train,27819.0,16193.0,12818.0,901
2015,6,G Line,Orange BRT,Train,25108.0,15688.0,12446.0,901
2015,7,G Line,Orange BRT,Train,24617.0,14296.0,12307.0,901
2015,8,G Line,Orange BRT,Train,24793.0,15115.0,12014.0,901
2015,9,G Line,Orange BRT,Train,29092.0,16032.0,12258.0,901
2015,10,G Line,Orange BRT,Train,28937.0,16251.0,11900.0,901
2015,11,G Line,Orange BRT,Train,26692.0,15126.0,11352.0,901
2015,12,G Line,Orange BRT,Train,24077.0,14486.0,10476.0,901
2016,1,G Line,Orange BRT,Train,23158.0,13808.0,10307.0,901
2016,2,G Line,Orange BRT,Train,27023.0,15608.0,12144.0,901
2016,3,G Line,Orange BRT,Train,26516.0,15587.0,11736.0,901
2016,4,G Line,Orange BRT,Train,25970.0,15039.0,11516.0,901
2016,5,G Line,Orange BRT,Train,25979.0,15042.0,11619.0,901
2016,6,G Line,Orange BRT,Train,23419.0,14239.0,11271.0,901
2016,7,G Line,Orange BRT,Train,22469.0,14261.0,11378.0,901
2016,8,G Line,Orange BRT,Train,23119.0,14583.0,11686.0,901
2016,9,G Line,Orange BRT,Train,26711.0,14545.0,10861.0,901
2016,10,G Line,Orange BRT,Train,26447.0,15280.0,11067.0,901
2016,11,G Line,Orange BRT,Train,25473.0,13887.0,10516.0,901
2016,12,G Line,Orange BRT,Train,21877.0,12930.0,10081.0,901
2017,1,G Line,Orange BRT,Train,22045.0,13183.0,9872.0,901
2017,2,G Line,Orange BRT,Train,24399.0,13219.0,10188.0,901
2017,3,G Line,Orange BRT,Train,25559.0,14306.0,11178.0,901
2017,4,G Line,Orange BRT,Train,24928.0,15102.0,11128.0,901
2017,5,G Line,Orange BRT,Train,25203.0,14208.0,10927.0,901
2017,6,G Line,Orange BRT,Train,22764.0,14211.0,11162.0,901
2017,7,G Line,Orange BRT,Train,22043.0,13728.0,10937.0,901
2017,8,G Line,Orange BRT,Train,22714.0,13671.0,10578.0,901
2017,9,G Line,Orange BRT,Train,25138.0,13599.0,10656.0,901
2017,10,G Line,Orange BRT,Train,25264.0,13996.0,10851.0,901
2017,11,G Line,Orange BRT,Train,24009.0,13101.0,10381.0,901
2017,12,G Line,Orange BRT,Train,20817.0,12845.0,9252.0,901
2018,1,G Line,Orange BRT,Train,21519.0,12406.0,9505.0,901
2018,2,G Line,Orange BRT,Train,23722.0,12933.0,10308.0,901
2018,3,G Line,Orange BRT,Train,22612.0,12120.0,10238.0,901
2018,7,G Line,Orange BRT,Train,20515.0,12305.0,10209.0,901
2018,8,G Line,Orange BRT,Train,21788.0,12739.0,10310.0,901
2018,9,G Line,Orange BRT,Train,24158.0,12811.0,10311.0,901
2018,10,G Line,Orange BRT,Train,24425.0,12616.0,10337.0,901
2018,11,G Line,Orange BRT,Train,22723.0,11941.0,10227.0,901
2018,12,G Line,Orange BRT,Train,20028.0,12429.0,9567.0,901
2019,1,G Line,Orange BRT,Train,20308.0,11540.0,9520.0,901
2019,2,G Line,Orange BRT,Train,22656.0,11524.0,9105.0,901
2019,3,G Line,Orange BRT,Train,22805.0,12244.0,10072.0,901
2019,4,G Line,Orange BRT,Train,22581.0,12899.0,10118.0,901
2019,5,G Line,Orange BRT,Train,22836.0,13152.0,10072.0,901
2019,6,G Line,Orange BRT,Train,20651.0,13084.0,10306.0,901
2019,7,G Line,Orange BRT,Train,19834.0,11972.0,10289.0,901
2019,8,G Line,Orange BRT,Train,20483.0,12121.0,9903.0,901
2019,9,G Line,Orange BRT,Train,23229.0,12154.0,9819.0,901
2019,10,G Line,Orange BRT,Train,23356.0,12491.0,10172.0,901
2019,11,G Line,Orange BRT,Train,21690.0,11560.0,9096.0,901
2019,12,G Line,Orange BRT,Train,19179.0,11392.0,8565.0,901
2020,1,G Line,Orange BRT,Train,19932.0,11447.0,9296.0,901
2020,2,G Line,Orange BRT,Train,22256.0,12056.0,9725.0,901
2020,3,G Line,Orange BRT,Train,14552.0,8431.0,7349.0,901
2020,4,G Line,Orange BRT,Train,6256.0,5008.0,4239.0,901
2020,5,G Line,Orange BRT,Train,7317.0,5721.0,4841.0,901
2020,6,G Line,Orange BRT,Train,8302.0,6837.0,5845.0,901
2020,7,G Line,Orange BRT,Train,8320.0,6702.0,6738.0,901
2020,8,G Line,Orange BRT,Train,8454.0,6799.0,5450.0,901
2020,9,G Line,Orange BRT,Train,8819.0,6943.0,5677.0,901
2020,10,G Line,Orange BRT,Train,8875.0,7138.0,5908.0,901
2020,11,G Line,Orange BRT,Train,8789.0,6846.0,5740.0,901
2020,12,G Line,Orange BRT,Train,8102.0,6572.0,5297.0,901
2021,1,G Line,Orange BRT,Train,7929.0,6290.0,5309.0,901
2021,2,G Line,Orange BRT,Train,8413.0,6831.0,5762.0,901
2021,3,G Line,Orange BRT,Train,8579.0,7095.0,5976.0,901
2021,4,G Line,Orange BRT,Train,9235.0,7354.0,6255.0,901
2021,5,G Line,Orange BRT,Train,9766.0,7796.0,6692.0,901
2021,6,G Line,Orange BRT,Train,9999.0,8042.0,6661.0,901
2021,7,G Line,Orange BRT,Train,10766.0,8194.0,7180.0,901
2021,8,G Line,Orange BRT,Train,11270.0,8050.0,6882.0,901
2021,9,G Line,Orange BRT,Train,11376.0,7898.0,6828.0,901
2021,10,G Line,Orange BRT,Train,11990.0,8136.0,6931.0,901
2021,11,G Line,Orange BRT,Train,11874.0,8331.0,6631.0,901
2021,12,G Line,Orange BRT,Train,10276.0,,6151.0,901
2022,1,G Line,Orange BRT,Train,10359.0,7607.0,6167.0,901
2022,2,G Line,Orange BRT,Train,12098.0,8374.0,6977.0,901
2022,3,G Line,Orange BRT,Train,12718.0,8824.0,7149.0,901
2022,4,G Line,Orange BRT,Train,12711.0,8858.0,7183.0,901
2022,5,G Line,Orange BRT,Train,13062.0,8905.0,7448.0,901
2022,6,G Line,Orange BRT,Train,12527.0,9143.0,7467.0,901
2022,7,G Line,Orange BRT,Train,12328.0,8703.0,7435.0,901
2022,8,G Line,Orange BRT,Train,13130.0,9112.0,7798.0,901
2022,9,G Line,Orange BRT,Train,14384.0,9300.0,7834.0,901
2022,10,G Line,Orange BRT,Train,14392.0,9463.0,7643.0,901
2022,11,G Line,Orange BRT,Train,13843.0,9427.0,7506.0,901
2022,12,G Line,Orange BRT,Train,12756.0,8289.0,7137.0,901
2023,1,G Line,Orange BRT,Train,12723.0,8543.0,7493.0,901
2023,2,G Line,Orange BRT,Train,14102.0,8729.0,8418.0,901
2023,3,G Line,Orange BRT,Train,13628.0,8990.0,8032.0,901
2023,4,G Line,Orange BRT,Train,14109.0,9648.0,8115.0,901
2023,5,G Line,Orange BRT,Train,13787.0,9343.0,8307.0,901
2023,6,G Line,Orange BRT,Train,13173.0,9251.0,7993.0,901
2023,7,G Line,Orange BRT,Train,12760.0,9118.0,7842.0,901
2023,8,G Line,Orange BRT,Train,13406.0,9215.0,7372.0,901
2023,9,G Line,Orange BRT,Train,14689.0,9153.0,8302.0,901
2023,10,G Line,Orange BRT,Train,14524.0,9417.0,7845.0,901
2023,11,G Line,Orange BRT,Train,14252.0,9023.0,7843.0,901
2023,12,G Line,Orange BRT,Train,12745.0,8794.0,7061.0,901
2024,1,G Line,Orange BRT,Train,12846.0,8607.0,7144.0,901
2024,2,G Line,Orange BRT,Train,13624.0,9545.0,7425.0,901
2024,3,G Line,Orange BRT,Train,14370.0,8184.0,7587.0,901
2024,4,G Line,Orange BRT,Train,14169.0,8798.0,7675.0,901
2024,5,G Line,Orange BRT,Train,14036.0,9135.0,7913.0,901
2024,6,G Line,Orange BRT,Train,13016.0,9510.0,7856.0,901
2024,7,G Line,Orange BRT,Train,12260.0,8719.0,7622.0,901
2024,8,G Line,Orange BRT,Train,13325.0,8902.0,7628.0,901
2024,9,G Line,Orange BRT,Train,15475.0,9318.0,7873.0,901
2024,10,G Line,Orange BRT,Train,14981.0,9783.0,7833.0,901
2024,11,G Line,Orange BRT,Train,14034.0,9094.0,7569.0,901
2024,12,G Line,Orange BRT,Train,12878.0,9095.0,7583.0,901
2025,1,G Line,Orange BRT,Train,12336.0,8217.0,6668.0,901
2025,2,G Line,Orange BRT,Train,13225.0,8698.0,7592.0,901
2025,3,G Line,Orange BRT,Train,12938.0,8158.0,7132.0,901
2025,4,G Line,Orange BRT,Train,12851.0,8399.0,7297.0,901
2025,5,G Line,Orange BRT,Train,13200.0,8063.0,7250.0,901
2025,6,G Line,Orange BRT,Train,11734.0,8000.0,7027.0,901
2009,12,J Line,Silver Line,Train,4208.0,969.0,1335.0,910
2010,1,J Line,Silver Line,Train,6612.0,2231.0,1411.0,910
2010,2,J Line,Silver Line,Train,6974.0,2489.0,1768.0,910
2010,3,J Line,Silver Line,Train,7170.0,2566.0,1805.0,910
2010,4,J Line,Silver Line,Train,7173.0,2860.0,1744.0,910
2010,5,J Line,Silver Line,Train,7422.0,2758.0,1895.0,910
2010,6,J Line,Silver Line,Train,7227.0,2880.0,1929.0,910
2010,7,J Line,Silver Line,Train,7488.0,2815.0,2045.0,910
2010,8,J Line,Silver Line,Train,7487.0,2811.0,1919.0,910
2010,9,J Line,Silver Line,Train,7741.0,2788.0,2018.0,910
2010,10,J Line,Silver Line,Train,8118.0,2892.0,2044.0,910
2010,11,J Line,Silver Line,Train,7522.0,2304.0,1474.0,910
2010,12,J Line,Silver Line,Train,6714.0,2142.0,1553.0,910
2011,1,J Line,Silver Line,Train,8049.0,2800.0,1701.0,910
2011,2,J Line,Silver Line,Train,8304.0,2595.0,1918.0,910
2011,3,J Line,Silver Line,Train,8540.0,2836.0,1804.0,910
2011,4,J Line,Silver Line,Train,9086.0,2900.0,2041.0,910
2011,5,J Line,Silver Line,Train,9329.0,3004.0,1952.0,910
2011,6,J Line,Silver Line,Train,8892.0,2919.0,1973.0,910
2011,7,J Line,Silver Line,Train,9480.0,3746.0,2294.0,910
2011,8,J Line,Silver Line,Train,9730.0,3825.0,2517.0,910
2011,9,J Line,Silver Line,Train,10414.0,3852.0,2454.0,910
2011,10,J Line,Silver Line,Train,11234.0,4095.0,2433.0,910
2011,11,J Line,Silver Line,Train,10648.0,3615.0,2243.0,910
2011,12,J Line,Silver Line,Train,9386.0,3473.0,2443.0,910
2012,1,J Line,Silver Line,Train,10601.0,3815.0,2512.0,910
2012,2,J Line,Silver Line,Train,11089.0,4117.0,2555.0,910
2012,3,J Line,Silver Line,Train,11157.0,3752.0,2285.0,910
2012,4,J Line,Silver Line,Train,11241.0,4099.0,2642.0,910
2012,5,J Line,Silver Line,Train,11419.0,4218.0,2679.0,910
2012,6,J Line,Silver Line,Train,10901.0,4297.0,3005.0,910
2012,7,J Line,Silver Line,Train,11206.0,4529.0,3093.0,910
2012,8,J Line,Silver Line,Train,11449.0,4441.0,3168.0,910
2012,9,J Line,Silver Line,Train,12197.0,4757.0,3109.0,910
2012,10,J Line,Silver Line,Train,13765.0,5235.0,3782.0,910
2012,11,J Line,Silver Line,Train,13515.0,4832.0,3437.0,910
2012,12,J Line,Silver Line,Train,11237.0,4570.0,3047.0,910
2013,1,J Line,Silver Line,Train,12422.0,4847.0,3159.0,910
2013,2,J Line,Silver Line,Train,12951.0,5357.0,3539.0,910
2013,3,J Line,Silver Line,Train,12482.0,5203.0,3597.0,910
2013,4,J Line,Silver Line,Train,12873.0,5367.0,3484.0,910
2013,5,J Line,Silver Line,Train,12799.0,5533.0,3708.0,910
2013,6,J Line,Silver Line,Train,12311.0,5539.0,3610.0,910
2013,7,J Line,Silver Line,Train,12344.0,5435.0,3878.0,910
2013,8,J Line,Silver Line,Train,12597.0,5379.0,3951.0,910
2013,9,J Line,Silver Line,Train,13124.0,5479.0,3711.0,910
2013,10,J Line,Silver Line,Train,14466.0,5986.0,3874.0,910
2013,11,J Line,Silver Line,Train,13466.0,5875.0,3671.0,910
2013,12,J Line,Silver Line,Train,12197.0,5591.0,3756.0,910
2014,1,J Line,Silver Line,Train,13859.0,5770.0,4084.0,910
2014,2,J Line,Silver Line,Train,14255.0,6011.0,4152.0,910
2014,3,J Line,Silver Line,Train,14143.0,5722.0,4266.0,910
2014,4,J Line,Silver Line,Train,14483.0,6433.0,4534.0,910
2014,5,J Line,Silver Line,Train,14763.0,6089.0,4380.0,910
2014,6,J Line,Silver Line,Train,13411.0,5896.0,4439.0,910
2014,7,J Line,Silver Line,Train,13724.0,5762.0,4601.0,910
2014,8,J Line,Silver Line,Train,13765.0,6084.0,4825.0,910
2014,9,J Line,Silver Line,Train,14429.0,6093.0,4541.0,910
2014,10,J Line,Silver Line,Train,15514.0,6330.0,4434.0,910
2014,11,J Line,Silver Line,Train,14808.0,5906.0,4317.0,910
2014,12,J Line,Silver Line,Train,12935.0,5526.0,4117.0,910
2015,1,J Line,Silver Line,Train,14441.0,5535.0,3804.0,910
2015,2,J Line,Silver Line,Train,15213.0,5817.0,4126.0,910
2015,3,J Line,Silver Line,Train,15055.0,6244.0,4251.0,910
2015,4,J Line,Silver Line,Train,15321.0,6256.0,4612.0,910
2015,5,J Line,Silver Line,Train,15017.0,6059.0,4471.0,910
2015,6,J Line,Silver Line,Train,14198.0,6169.0,4791.0,910
2015,7,J Line,Silver Line,Train,14088.0,6153.0,4708.0,910
2015,8,J Line,Silver Line,Train,14117.0,5897.0,4670.0,910
2015,9,J Line,Silver Line,Train,14763.0,5914.0,4330.0,910
2015,10,J Line,Silver Line,Train,15990.0,6233.0,4468.0,910
2015,11,J Line,Silver Line,Train,14961.0,6314.0,4331.0,910
2015,12,J Line,Silver Line,Train,13833.0,5637.0,4065.0,910
2016,1,J Line,Silver Line,Train,16120.0,6130.0,4489.0,910
2016,2,J Line,Silver Line,Train,16884.0,6414.0,4917.0,910
2016,3,J Line,Silver Line,Train,15914.0,5959.0,4429.0,910
2016,4,J Line,Silver Line,Train,16321.0,6119.0,4425.0,910
2016,5,J Line,Silver Line,Train,16355.0,5842.0,4509.0,910
2016,6,J Line,Silver Line,Train,15590.0,5837.0,4483.0,910
2016,7,J Line,Silver Line,Train,14194.0,5710.0,4436.0,910
2016,8,J Line,Silver Line,Train,14672.0,5892.0,4354.0,910
2016,9,J Line,Silver Line,Train,16278.0,5982.0,4454.0,910
2016,10,J Line,Silver Line,Train,15895.0,5782.0,4001.0,910
2016,11,J Line,Silver Line,Train,14878.0,5568.0,4212.0,910
2016,12,J Line,Silver Line,Train,12632.0,4814.0,4004.0,910
2017,1,J Line,Silver Line,Train,13269.0,5573.0,3857.0,910
2017,2,J Line,Silver Line,Train,14982.0,5166.0,3968.0,910
2017,3,J Line,Silver Line,Train,15229.0,5802.0,4146.0,910
2017,4,J Line,Silver Line,Train,15654.0,5675.0,4254.0,910
2017,5,J Line,Silver Line,Train,14930.0,5492.0,4171.0,910
2017,6,J Line,Silver Line,Train,13704.0,5387.0,4013.0,910
2017,7,J Line,Silver Line,Train,14238.0,6247.0,4934.0,910
2017,8,J Line,Silver Line,Train,15252.0,6667.0,5137.0,910
2017,9,J Line,Silver Line,Train,16708.0,6693.0,5142.0,910
2017,10,J Line,Silver Line,Train,16311.0,6758.0,5114.0,910
2017,11,J Line,Silver Line,Train,15388.0,6116.0,4831.0,910
2017,12,J Line,Silver Line,Train,13123.0,5794.0,4775.0,910
2018,1,J Line,Silver Line,Train,13914.0,6171.0,4604.0,910
2018,2,J Line,Silver Line,Train,15541.0,6095.0,4795.0,910
2018,3,J Line,Silver Line,Train,14684.0,5714.0,4672.0,910
2018,7,J Line,Silver Line,Train,14092.0,6328.0,5166.0,910
2018,8,J Line,Silver Line,Train,15094.0,6786.0,5273.0,910
2018,9,J Line,Silver Line,Train,16922.0,6764.0,5780.0,910
2018,10,J Line,Silver Line,Train,16853.0,6723.0,5554.0,910
2018,11,J Line,Silver Line,Train,15188.0,6396.0,5285.0,910
2018,12,J Line,Silver Line,Train,13201.0,6375.0,4939.0,910
2019,1,J Line,Silver Line,Train,13851.0,6003.0,4688.0,910
2019,2,J Line,Silver Line,Train,16581.0,6230.0,4923.0,910
2019,3,J Line,Silver Line,Train,16850.0,6934.0,5516.0,910
2019,4,J Line,Silver Line,Train,16703.0,6815.0,5728.0,910
2019,5,J Line,Silver Line,Train,16269.0,6976.0,5284.0,910
2019,6,J Line,Silver Line,Train,16015.0,7334.0,5832.0,910
2019,7,J Line,Silver Line,Train,16806.0,7618.0,6401.0,910
2019,8,J Line,Silver Line,Train,18310.0,8212.0,6503.0,910
2019,9,J Line,Silver Line,Train,21267.0,8508.0,7072.0,910
2019,10,J Line,Silver Line,Train,22347.0,9252.0,7549.0,910
2019,11,J Line,Silver Line,Train,19203.0,8095.0,5961.0,910
2019,12,J Line,Silver Line,Train,16451.0,7268.0,5780.0,910
2020,1,J Line,Silver Line,Train,17213.0,7395.0,5425.0,910
2020,2,J Line,Silver Line,Train,19277.0,7575.0,5584.0,910
2020,3,J Line,Silver Line,Train,11604.0,4603.0,4201.0,910
2020,4,J Line,Silver Line,Train,3955.0,2750.0,2305.0,910
2020,5,J Line,Silver Line,Train,4448.0,3371.0,2943.0,910
2020,6,J Line,Silver Line,Train,5166.0,4044.0,3420.0,910
2020,7,J Line,Silver Line,Train,6030.0,4359.0,4430.0,910
2020,8,J Line,Silver Line,Train,6288.0,4425.0,3904.0,910
2020,9,J Line,Silver Line,Train,6546.0,4545.0,3765.0,910
2020,10,J Line,Silver Line,Train,6679.0,4692.0,4018.0,910
2020,11,J Line,Silver Line,Train,6666.0,4242.0,3619.0,910
2020,12,J Line,Silver Line,Train,6146.0,4265.0,3451.0,910
2021,1,J Line,Silver Line,Train,5960.0,4053.0,3384.0,910
2021,2,J Line,Silver Line,Train,6628.0,4684.0,4024.0,910
2021,3,J Line,Silver Line,Train,6861.0,4714.0,4039.0,910
2021,4,J Line,Silver Line,Train,7399.0,4998.0,4179.0,910
2021,5,J Line,Silver Line,Train,7679.0,5207.0,4354.0,910
2021,6,J Line,Silver Line,Train,8190.0,5713.0,4720.0,910
2021,7,J Line,Silver Line,Train,8850.0,5824.0,4622.0,910
2021,8,J Line,Silver Line,Train,10227.0,6736.0,5607.0,910
2021,9,J Line,Silver Line,Train,11628.0,6512.0,5215.0,910
2021,10,J Line,Silver Line,Train,11842.0,6720.0,5687.0,910
2021,11,J Line,Silver Line,Train,11801.0,7118.0,5567.0,910
2021,12,J Line,Silver Line,Train,10320.0,,5138.0,910
2022,1,J Line,Silver Line,Train,8876.0,5360.0,4491.0,910
2022,2,J Line,Silver Line,Train,10940.0,6239.0,5082.0,910
2022,3,J Line,Silver Line,Train,11677.0,6758.0,5204.0,910
2022,4,J Line,Silver Line,Train,12093.0,6569.0,5083.0,910
2022,5,J Line,Silver Line,Train,11604.0,6406.0,5210.0,910
2022,6,J Line,Silver Line,Train,10500.0,6501.0,5349.0,910
2022,7,J Line,Silver Line,Train,11184.0,6806.0,5461.0,910
2022,8,J Line,Silver Line,Train,12719.0,6857.0,5498.0,910
2022,9,J Line,Silver Line,Train,14672.0,7264.0,5550.0,910
2022,10,J Line,Silver Line,Train,15063.0,7478.0,6065.0,910
2022,11,J Line,Silver Line,Train,13629.0,7543.0,5776.0,910
2022,12,J Line,Silver Line,Train,12079.0,6215.0,5296.0,910
2023,1,J Line,Silver Line,Train,12424.0,6387.0,5217.0,910
2023,2,J Line,Silver Line,Train,14441.0,6741.0,5698.0,910
2023,3,J Line,Silver Line,Train,14020.0,7344.0,5963.0,910
2023,4,J Line,Silver Line,Train,15030.0,7947.0,6267.0,910
2023,5,J Line,Silver Line,Train,14760.0,7806.0,6274.0,910
2023,6,J Line,Silver Line,Train,13720.0,7789.0,6420.0,910
2023,7,J Line,Silver Line,Train,13324.0,7844.0,6353.0,910
2023,8,J Line,Silver Line,Train,14665.0,8230.0,5904.0,910
2023,9,J Line,Silver Line,Train,16641.0,8255.0,6693.0,910
2023,10,J Line,Silver Line,Train,16863.0,8622.0,6832.0,910
2023,11,J Line,Silver Line,Train,15689.0,8342.0,6496.0,910
2023,12,J Line,Silver Line,Train,14030.0,7880.0,6104.0,910
2024,1,J Line,Silver Line,Train,14367.0,7375.0,6137.0,910
2024,2,J Line,Silver Line,Train,15421.0,8267.0,6315.0,910
2024,3,J Line,Silver Line,Train,16579.0,7809.0,6856.0,910
2024,4,J Line,Silver Line,Train,16313.0,8466.0,7045.0,910
2024,5,J Line,Silver Line,Train,15967.0,8498.0,7319.0,910
2024,6,J Line,Silver Line,Train,14345.0,8559.0,7130.0,910
2024,7,J Line,Silver Line,Train,14732.0,8840.0,7234.0,910
2024,8,J Line,Silver Line,Train,16062.0,8980.0,7510.0,910
2024,9,J Line,Silver Line,Train,17994.0,9136.0,7469.0,910
2024,10,J Line,Silver Line,Train,18093.0,9737.0,7818.0,910
2024,11,J Line,Silver Line,Train,16746.0,9134.0,7303.0,910
2024,12,J Line,Silver Line,Train,15015.0,8836.0,6966.0,910
2025,1,J Line,Silver Line,Train,15056.0,8537.0,6845.0,910
2025,2,J Line,Silver Line,Train,16617.0,8923.0,7180.0,910
2025,3,J Line,Silver Line,Train,16518.0,9242.0,7540.0,910
2025,4,J Line,Silver Line,Train,16534.0,9146.0,7787.0,910
2025,5,J Line,Silver Line,Train,16106.0,8837.0,7442.0,910
2025,6,J Line,Silver Line,Train,13569.0,8259.0,7071.0,910
2022,10,K Line,Crenshaw/LAX,Train,3023.0,3864.0,3812.0,807
2022,11,K Line,Crenshaw/LAX,Train,2742.0,2292.0,2124.0,807
2022,12,K Line,Crenshaw/LAX,Train,2732.0,2131.0,2101.0,807
2023,1,K Line,Crenshaw/LAX,Train,2896.0,2285.0,2096.0,807
2023,2,K Line,Crenshaw/LAX,Train,2866.0,2445.0,2059.0,807
2023,3,K Line,Crenshaw/LAX,Train,2929.0,2379.0,2086.0,807
2023,4,K Line,Crenshaw/LAX,Train,3076.0,2457.0,2271.0,807
2023,5,K Line,Crenshaw/LAX,Train,2855.0,2401.0,2132.0,807
2023,6,K Line,Crenshaw/LAX,Train,2958.0,2479.0,1979.0,807
2023,7,K Line,Crenshaw/LAX,Train,2744.0,2430.0,2119.0,807
2023,8,K Line,Crenshaw/LAX,Train,3109.0,2525.0,2019.0,807
2023,9,K Line,Crenshaw/LAX,Train,3045.0,2621.0,2359.0,807
2023,10,K Line,Crenshaw/LAX,Train,2948.0,3292.0,2494.0,807
2023,11,K Line,Crenshaw/LAX,Train,2763.0,2322.0,2054.0,807
2023,12,K Line,Crenshaw/LAX,Train,2806.0,2300.0,2181.0,807
2024,1,K Line,Crenshaw/LAX,Train,2757.0,1890.0,1854.0,807
2024,2,K Line,Crenshaw/LAX,Train,2796.0,2251.0,1896.0,807
2024,3,K Line,Crenshaw/LAX,Train,3118.0,2298.0,2039.0,807
