Year,Month,Line Name,Former Name,Line Category,Avg. Daily Boardings (Weekday),Avg. Daily Boardings (Saturday),Avg. Daily Boardings (Sunday),line_name
2024,4,K Line,Crenshaw/LAX,Train,3170.0,2557.0,1742.0,807
2024,5,K Line,Crenshaw/LAX,Train,3136.0,2433.0,2299.0,807
2024,6,K Line,Crenshaw/LAX,Train,3305.0,2584.0,2119.0,807
2024,7,K Line,Crenshaw/LAX,Train,3058.0,2603.0,2425.0,807
2024,8,K Line,Crenshaw/LAX,Train,3248.0,2996.0,2583.0,807
2024,9,K Line,Crenshaw/LAX,Train,3313.0,2426.0,2226.0,807
2024,10,K Line,Crenshaw/LAX,Train,3692.0,3822.0,2770.0,807
2024,11,K Line,Crenshaw/LAX,Train,6846.0,4644.0,4320.0,807
2024,12,K Line,Crenshaw/LAX,Train,6005.0,4470.0,4131.0,807
2025,1,K Line,Crenshaw/LAX,Train,5761.0,4138.0,3718.0,807
2025,2,K Line,Crenshaw/LAX,Train,5838.0,4165.0,3910.0,807
2025,3,K Line,Crenshaw/LAX,Train,5665.0,4167.0,3561.0,807
2025,4,K Line,Crenshaw/LAX,Train,5673.0,4483.0,3441.0,807
2025,5,K Line,Crenshaw/LAX,Train,6176.0,4164.0,3880.0,807
2025,6,K Line,Crenshaw/LAX,Train,7916.0,7723.0,6673.0,807
2012,5,L Line,Gold Line,Train,11347.0,9000.0,7000.0,806
2012,6,L Line,Gold Line,Train,16569.0,10612.0,8674.0,806
2012,7,L Line,Gold Line,Train,18181.0,11930.0,11322.0,806
2012,8,L Line,Gold Line,Train,19776.0,12569.0,10722.0,806
2012,9,L Line,Gold Line,Train,20656.0,12953.0,12142.0,806
2012,10,L Line,Gold Line,Train,21382.0,13279.0,13146.0,806
2012,11,L Line,Gold Line,Train,22066.0,13401.0,13622.0,806
2012,12,L Line,Gold Line,Train,23193.0,15654.0,14141.0,806
2013,1,L Line,Gold Line,Train,24175.0,17534.0,14501.0,806
2013,2,L Line,Gold Line,Train,25295.0,19200.0,14801.0,806
2013,3,L Line,Gold Line,Train,25983.0,19848.0,14782.0,806
2013,4,L Line,Gold Line,Train,25731.0,19154.0,14631.0,806
2013,5,L Line,Gold Line,Train,26663.0,18604.0,14299.0,806
2013,6,L Line,Gold Line,Train,26894.0,19161.0,13904.0,806
2013,7,L Line,Gold Line,Train,26908.0,19265.0,14470.0,806
2013,8,L Line,Gold Line,Train,27280.0,20063.0,15014.0,806
2013,9,L Line,Gold Line,Train,27269.0,19634.0,15036.0,806
2013,10,L Line,Gold Line,Train,27603.0,19727.0,14322.0,806
2013,11,L Line,Gold Line,Train,27679.0,21936.0,16244.0,806
2013,12,L Line,Gold Line,Train,27360.0,21194.0,16032.0,806
2014,1,L Line,Gold Line,Train,27155.0,22807.0,15631.0,806
2014,2,L Line,Gold Line,Train,28152.0,22902.0,15645.0,806
2014,3,L Line,Gold Line,Train,28462.0,23151.0,15469.0,806
2014,4,L Line,Gold Line,Train,29623.0,23719.0,15298.0,806
2014,5,L Line,Gold Line,Train,30404.0,23391.0,14686.0,806
2014,6,L Line,Gold Line,Train,31031.0,23752.0,14597.0,806
2014,7,L Line,Gold Line,Train,31710.0,22828.0,14996.0,806
2014,8,L Line,Gold Line,Train,31549.0,22612.0,16112.0,806
2014,9,L Line,Gold Line,Train,31850.0,23278.0,16563.0,806
2014,10,L Line,Gold Line,Train,31362.0,23752.0,16729.0,806
2014,11,L Line,Gold Line,Train,30679.0,22941.0,16578.0,806
2014,12,L Line,Gold Line,Train,30262.0,22751.0,16997.0,806
2015,1,L Line,Gold Line,Train,30137.0,22513.0,16489.0,806
2015,2,L Line,Gold Line,Train,30191.0,22221.0,16055.0,806
2015,3,L Line,Gold Line,Train,30000.0,21432.0,16009.0,806
2015,4,L Line,Gold Line,Train,29917.0,20628.0,16254.0,806
2015,5,L Line,Gold Line,Train,29801.0,20767.0,16169.0,806
2015,6,L Line,Gold Line,Train,30507.0,21864.0,16185.0,806
2015,7,L Line,Gold Line,Train,30685.0,22321.0,16729.0,806
2015,8,L Line,Gold Line,Train,30221.0,22974.0,17027.0,806
2015,9,L Line,Gold Line,Train,30163.0,23287.0,16999.0,806
2015,10,L Line,Gold Line,Train,30315.0,22398.0,17066.0,806
2015,11,L Line,Gold Line,Train,30830.0,22364.0,17318.0,806
2015,12,L Line,Gold Line,Train,30371.0,22142.0,16321.0,806
2016,1,L Line,Gold Line,Train,30510.0,21156.0,15464.0,806
2016,2,L Line,Gold Line,Train,30785.0,21671.0,15701.0,806
2016,3,L Line,Gold Line,Train,30386.0,21074.0,15144.0,806
2016,4,L Line,Gold Line,Train,29047.0,21945.0,15965.0,806
2016,5,L Line,Gold Line,Train,39237.0,31759.0,34055.0,806
2016,6,L Line,Gold Line,Train,45876.0,34844.0,35995.0,806
2016,7,L Line,Gold Line,Train,43199.0,34440.0,31617.0,806
2016,8,L Line,Gold Line,Train,43015.0,35560.0,32503.0,806
2016,9,L Line,Gold Line,Train,41518.0,34361.0,31784.0,806
2016,10,L Line,Gold Line,Train,42344.0,33266.0,30838.0,806
2016,11,L Line,Gold Line,Train,47544.0,33074.0,34374.0,806
2016,12,L Line,Gold Line,Train,54073.0,34742.0,43819.0,806
2017,1,L Line,Gold Line,Train,53473.0,32177.0,44252.0,806
2017,2,L Line,Gold Line,Train,55388.0,31018.0,38625.0,806
2017,3,L Line,Gold Line,Train,59931.0,32212.0,40340.0,806
2017,4,L Line,Gold Line,Train,57176.0,33992.0,38822.0,806
2017,5,L Line,Gold Line,Train,60972.0,34763.0,32198.0,806
2017,6,L Line,Gold Line,Train,64164.0,35513.0,31706.0,806
2017,7,L Line,Gold Line,Train,63385.0,35844.0,31675.0,806
2017,8,L Line,Gold Line,Train,60578.0,38837.0,31718.0,806
2017,9,L Line,Gold Line,Train,58975.0,39211.0,30879.0,806
2017,10,L Line,Gold Line,Train,58803.0,35735.0,31658.0,806
2017,11,L Line,Gold Line,Train,61202.0,39215.0,29166.0,806
2017,12,L Line,Gold Line,Train,61420.0,38535.0,30381.0,806
2018,1,L Line,Gold Line,Train,60564.0,35923.0,28805.0,806
2018,2,L Line,Gold Line,Train,61201.0,36631.0,31356.0,806
2018,3,L Line,Gold Line,Train,60625.0,37172.0,30255.0,806
2018,7,L Line,Gold Line,Train,60432.0,37499.0,34203.0,806
2018,8,L Line,Gold Line,Train,60936.0,37815.0,34543.0,806
2018,9,L Line,Gold Line,Train,61356.0,38158.0,36388.0,806
2018,10,L Line,Gold Line,Train,61957.0,36986.0,34422.0,806
2018,11,L Line,Gold Line,Train,62935.0,37687.0,32468.0,806
2018,12,L Line,Gold Line,Train,62383.0,36405.0,31558.0,806
2019,1,L Line,Gold Line,Train,61572.0,34958.0,29833.0,806
2019,2,L Line,Gold Line,Train,61104.0,34209.0,30366.0,806
2019,3,L Line,Gold Line,Train,61828.0,34302.0,31231.0,806
2019,4,L Line,Gold Line,Train,62135.0,33631.0,30619.0,806
2019,5,L Line,Gold Line,Train,61372.0,33841.0,30530.0,806
2019,6,L Line,Gold Line,Train,61045.0,33387.0,30197.0,806
2019,7,L Line,Gold Line,Train,58521.0,33855.0,29800.0,806
2019,8,L Line,Gold Line,Train,56147.0,33385.0,29045.0,806
2019,9,L Line,Gold Line,Train,54030.0,33474.0,28902.0,806
2019,10,L Line,Gold Line,Train,53242.0,33743.0,28664.0,806
2019,11,L Line,Gold Line,Train,51833.0,33694.0,28768.0,806
2019,12,L Line,Gold Line,Train,52995.0,32888.0,28721.0,806
2020,1,L Line,Gold Line,Train,55117.0,33544.0,29873.0,806
2020,2,L Line,Gold Line,Train,57659.0,35859.0,31611.0,806
2020,3,L Line,Gold Line,Train,32030.0,17505.0,25548.0,806
2020,4,L Line,Gold Line,Train,12848.0,10179.0,10049.0,806
2020,5,L Line,Gold Line,Train,15261.0,12140.0,11330.0,806
2020,6,L Line,Gold Line,Train,18357.0,15827.0,15699.0,806
2020,7,L Line,Gold Line,Train,18132.0,15318.0,13346.0,806
2020,8,L Line,Gold Line,Train,18553.0,16409.0,13766.0,806
2020,9,L Line,Gold Line,Train,18667.0,16830.0,14803.0,806
2020,10,L Line,Gold Line,Train,18983.0,16470.0,14171.0,806
2020,11,L Line,Gold Line,Train,18129.0,14778.0,12736.0,806
2020,12,L Line,Gold Line,Train,16333.0,13597.0,10778.0,806
2021,1,L Line,Gold Line,Train,15999.0,12491.0,11525.0,806
2021,2,L Line,Gold Line,Train,17641.0,15930.0,13543.0,806
2021,3,L Line,Gold Line,Train,18521.0,16881.0,13751.0,806
2021,4,L Line,Gold Line,Train,19397.0,16947.0,13974.0,806
2021,5,L Line,Gold Line,Train,21080.0,19128.0,14804.0,806
2021,6,L Line,Gold Line,Train,24803.0,21677.0,17939.0,806
2021,7,L Line,Gold Line,Train,24903.0,22676.0,17962.0,806
2021,8,L Line,Gold Line,Train,26264.0,18094.0,14532.0,806
2021,9,L Line,Gold Line,Train,29153.0,24191.0,17753.0,806
2021,10,L Line,Gold Line,Train,29788.0,23055.0,17872.0,806
2021,11,L Line,Gold Line,Train,29861.0,24164.0,17982.0,806
2021,12,L Line,Gold Line,Train,24794.0,,14542.0,806
2022,1,L Line,Gold Line,Train,26165.0,19060.0,16448.0,806
2022,2,L Line,Gold Line,Train,32308.0,25745.0,22175.0,806
2022,3,L Line,Gold Line,Train,33490.0,24150.0,20526.0,806
2022,4,L Line,Gold Line,Train,31537.0,24339.0,20247.0,806
2022,5,L Line,Gold Line,Train,32056.0,24806.0,21034.0,806
2022,6,L Line,Gold Line,Train,32249.0,24419.0,22295.0,806
2022,7,L Line,Gold Line,Train,31874.0,24943.0,22718.0,806
2022,8,L Line,Gold Line,Train,34213.0,25869.0,23019.0,806
2022,9,L Line,Gold Line,Train,36705.0,28040.0,23034.0,806
2022,10,L Line,Gold Line,Train,37789.0,29085.0,24396.0,806
2022,11,L Line,Gold Line,Train,36481.0,32029.0,22137.0,806
2022,12,L Line,Gold Line,Train,32280.0,23179.0,18893.0,806
2023,1,L Line,Gold Line,Train,32564.0,22718.0,19428.0,806
2023,2,L Line,Gold Line,Train,36360.0,23066.0,22992.0,806
2023,3,L Line,Gold Line,Train,35142.0,26064.0,21513.0,806
2023,4,L Line,Gold Line,Train,33176.0,29180.0,21159.0,806
2023,5,L Line,Gold Line,Train,34304.0,26185.0,21355.0,806
2023,6,L Line,Gold Line,Train,33621.0,23574.0,21022.0,806
