date,year,month,line_name,former_name,line_id,avg_daily_boardings,avg_daily_boardings_sat,avg_daily_boardings_sun,is_treatment,period
2014-11-01,2014,11,B Line,Red Line,red,154618.0,96163.0,83146.0,False,pre
2014-11-01,2014,11,C Line,Green Line,green,41221.0,24533.0,17631.0,False,pre
2014-11-01,2014,11,E Line,Expo Line,expo,45010.0,29692.0,23954.0,False,pre
2014-11-01,2014,11,L Line,Gold Line,gold,30679.0,22941.0,16578.0,True,pre
2014-12-01,2014,12,A Line,Blue Line,a_line,82365.0,56963.0,47052.0,False,pre
2014-12-01,2014,12,B Line,Red Line,red,150421.0,95624.0,84974.0,False,pre
2014-12-01,2014,12,C Line,Green Line,green,40403.0,24519.0,17643.0,False,pre
2014-12-01,2014,12,E Line,Expo Line,expo,44707.0,29550.0,23696.0,False,pre
2014-12-01,2014,12,L Line,Gold Line,gold,30262.0,22751.0,16997.0,True,pre
2015-01-01,2015,1,A Line,Blue Line,a_line,80777.0,58787.0,43009.0,False,pre
2015-01-01,2015,1,B Line,Red Line,red,149377.0,94214.0,83699.0,False,pre
2015-01-01,2015,1,C Line,Green Line,green,39678.0,23077.0,16840.0,False,pre
2015-01-01,2015,1,E Line,Expo Line,expo,44312.0,29933.0,23523.0,False,pre
2015-01-01,2015,1,L Line,Gold Line,gold,30137.0,22513.0,16489.0,True,pre
2015-02-01,2015,2,A Line,Blue Line,a_line,80105.0,58548.0,44690.0,False,pre
2015-02-01,2015,2,B Line,Red Line,red,147469.0,93014.0,80746.0,False,pre
2015-02-01,2015,2,C Line,Green Line,green,39143.0,22719.0,16428.0,False,pre
2015-02-01,2015,2,E Line,Expo Line,expo,44362.0,29686.0,23157.0,False,pre
2015-02-01,2015,2,L Line,Gold Line,gold,30191.0,22221.0,16055.0,True,pre
2015-03-01,2015,3,A Line,Blue Line,a_line,79668.0,56334.0,44901.0,False,pre
2015-03-01,2015,3,B Line,Red Line,red,146525.0,93959.0,76581.0,False,pre
2015-03-01,2015,3,C Line,Green Line,green,38790.0,22369.0,16508.0,False,pre
2015-03-01,2015,3,E Line,Expo Line,expo,43631.0,29859.0,23050.0,False,pre
2015-03-01,2015,3,L Line,Gold Line,gold,30000.0,21432.0,16009.0,True,pre
2015-04-01,2015,4,A Line,Blue Line,a_line,79034.0,48680.0,40016.0,False,pre
2015-04-01,2015,4,B Line,Red Line,red,140947.0,92548.0,77390.0,False,pre
2015-04-01,2015,4,C Line,Green Line,green,38102.0,22035.0,16455.0,False,pre
2015-04-01,2015,4,E Line,Expo Line,expo,41962.0,28838.0,23494.0,False,pre
2015-04-01,2015,4,L Line,Gold Line,gold,29917.0,20628.0,16254.0,True,pre
2015-05-01,2015,5,A Line,Blue Line,a_line,77286.0,46725.0,39822.0,False,pre
2015-05-01,2015,5,B Line,Red Line,red,138307.0,94501.0,78959.0,False,pre
2015-05-01,2015,5,C Line,Green Line,green,37745.0,21193.0,16287.0,False,pre
2015-05-01,2015,5,E Line,Expo Line,expo,41248.0,28305.0,24345.0,False,pre
2015-05-01,2015,5,L Line,Gold Line,gold,29801.0,20767.0,16169.0,True,pre
2015-06-01,2015,6,A Line,Blue Line,a_line,78532.0,40919.0,34576.0,False,pre
2015-06-01,2015,6,B Line,Red Line,red,140873.0,93958.0,80184.0,False,pre
2015-06-01,2015,6,C Line,Green Line,green,39016.0,20392.0,16147.0,False,pre
2015-06-01,2015,6,E Line,Expo Line,expo,43087.0,29406.0,24794.0,False,pre
2015-06-01,2015,6,L Line,Gold Line,gold,30507.0,21864.0,16185.0,True,pre
2015-07-01,2015,7,A Line,Blue Line,a_line,77414.0,41860.0,42080.0,False,pre
2015-07-01,2015,7,B Line,Red Line,red,143249.0,93605.0,86211.0,False,pre
2015-07-01,2015,7,C Line,Green Line,green,39630.0,20192.0,16830.0,False,pre
2015-07-01,2015,7,E Line,Expo Line,expo,44211.0,29010.0,25559.0,False,pre
2015-07-01,2015,7,L Line,Gold Line,gold,30685.0,22321.0,16729.0,True,pre
2015-08-01,2015,8,A Line,Blue Line,a_line,76241.0,49358.0,43935.0,False,pre
2015-08-01,2015,8,B Line,Red Line,red,143046.0,95225.0,84460.0,False,pre
2015-08-01,2015,8,C Line,Green Line,green,39492.0,20253.0,16830.0,False,pre
2015-08-01,2015,8,E Line,Expo Line,expo,43829.0,29933.0,25744.0,False,pre
2015-08-01,2015,8,L Line,Gold Line,gold,30221.0,22974.0,17027.0,True,pre
2015-09-01,2015,9,A Line,Blue Line,a_line,73880.0,52216.0,38241.0,False,pre
2015-09-01,2015,9,B Line,Red Line,red,142615.0,94120.0,83409.0,False,pre
2015-09-01,2015,9,C Line,Green Line,green,39508.0,20062.0,16487.0,False,pre
2015-09-01,2015,9,E Line,Expo Line,expo,44931.0,29261.0,26060.0,False,pre
2015-09-01,2015,9,L Line,Gold Line,gold,30163.0,23287.0,16999.0,True,pre
2015-10-01,2015,10,A Line,Blue Line,a_line,72561.0,51104.0,38877.0,False,pre
2015-10-01,2015,10,B Line,Red Line,red,145556.0,96804.0,81892.0,False,pre
2015-10-01,2015,10,C Line,Green Line,green,39688.0,20981.0,16211.0,False,pre
2015-10-01,2015,10,E Line,Expo Line,expo,45984.0,29729.0,25419.0,False,pre
2015-10-01,2015,10,L Line,Gold Line,gold,30315.0,22398.0,17066.0,True,pre
2015-11-01,2015,11,A Line,Blue Line,a_line,74207.0,44491.0,32588.0,False,pre
2015-11-01,2015,11,B Line,Red Line,red,145135.0,96877.0,80068.0,False,pre
2015-11-01,2015,11,C Line,Green Line,green,40009.0,20253.0,16167.0,False,pre
2015-11-01,2015,11,E Line,Expo Line,expo,46520.0,30225.0,25957.0,False,pre
2015-11-01,2015,11,L Line,Gold Line,gold,30830.0,22364.0,17318.0,True,pre
2015-12-01,2015,12,A Line,Blue Line,a_line,72790.0,37743.0,27988.0,False,pre
2015-12-01,2015,12,B Line,Red Line,red,143708.0,96678.0,76928.0,False,pre
2015-12-01,2015,12,C Line,Green Line,green,39294.0,19873.0,15508.0,False,pre
2015-12-01,2015,12,E Line,Expo Line,expo,46673.0,29762.0,26058.0,False,pre
2015-12-01,2015,12,L Line,Gold Line,gold,30371.0,22142.0,16321.0,True,pre
2016-01-01,2016,1,A Line,Blue Line,a_line,72879.0,52414.0,43665.0,False,pre
2016-01-01,2016,1,B Line,Red Line,red,141635.0,96142.0,76099.0,False,pre
2016-01-01,2016,1,C Line,Green Line,green,38489.0,19235.0,14069.0,False,pre
2016-01-01,2016,1,E Line,Expo Line,expo,46608.0,30012.0,25799.0,False,pre
2016-01-01,2016,1,L Line,Gold Line,gold,30510.0,21156.0,15464.0,True,pre
2016-02-01,2016,2,A Line,Blue Line,a_line,74202.0,49272.0,44009.0,False,pre
2016-02-01,2016,2,B Line,Red Line,red,142319.0,94205.0,76476.0,False,pre
2016-02-01,2016,2,C Line,Green Line,green,38050.0,18820.0,13929.0,False,pre
2016-02-01,2016,2,E Line,Expo Line,expo,47931.0,27945.0,26377.0,False,pre
2016-02-01,2016,2,L Line,Gold Line,gold,30785.0,21671.0,15701.0,True,pre
2016-03-01,2016,3,A Line,Blue Line,a_line,76003.0,48418.0,41034.0,False,transition
2016-03-01,2016,3,B Line,Red Line,red,142270.0,95187.0,77111.0,False,transition
2016-03-01,2016,3,C Line,Green Line,green,37763.0,18155.0,13736.0,False,transition
2016-03-01,2016,3,E Line,Expo Line,expo,52672.0,32988.0,32013.0,False,transition
2016-03-01,2016,3,L Line,Gold Line,gold,30386.0,21074.0,15144.0,True,transition
2016-04-01,2016,4,A Line,Blue Line,a_line,77357.0,48566.0,40860.0,False,post
2016-04-01,2016,4,B Line,Red Line,red,139663.0,91338.0,77808.0,False,post
2016-04-01,2016,4,C Line,Green Line,green,37459.0,17565.0,13763.0,False,post
2016-04-01,2016,4,E Line,Expo Line,expo,50219.0,36793.0,31208.0,False,post
2016-04-01,2016,4,L Line,Gold Line,gold,29047.0,21945.0,15965.0,True,post
2016-05-01,2016,5,A Line,Blue Line,a_line,81389.0,58724.0,46988.0,False,post
2016-05-01,2016,5,B Line,Red Line,red,134295.0,86900.0,74840.0,False,post
2016-05-01,2016,5,C Line,Green Line,green,34913.0,17746.0,13590.0,False,post
2016-05-01,2016,5,E Line,Expo Line,expo,49238.0,36001.0,31625.0,False,post
2016-05-01,2016,5,L Line,Gold Line,gold,39237.0,31759.0,34055.0,True,post
2016-06-01,2016,6,A Line,Blue Line,a_line,83426.0,52095.0,40167.0,False,post
2016-06-01,2016,6,B Line,Red Line,red,146991.0,84758.0,73915.0,False,post
2016-06-01,2016,6,C Line,Green Line,green,35486.0,17240.0,14053.0,False,post
2016-06-01,2016,6,E Line,Expo Line,expo,50722.0,38817.0,33100.0,False,post
2016-06-01,2016,6,L Line,Gold Line,gold,45876.0,34844.0,35995.0,True,post
2016-07-01,2016,7,A Line,Blue Line,a_line,83612.0,50005.0,39273.0,False,post
2016-07-01,2016,7,B Line,Red Line,red,149096.0,81405.0,74609.0,False,post
2016-07-01,2016,7,C Line,Green Line,green,36141.0,18469.0,15976.0,False,post
2016-07-01,2016,7,E Line,Expo Line,expo,50087.0,36760.0,31840.0,False,post
2016-07-01,2016,7,L Line,Gold Line,gold,43199.0,34440.0,31617.0,True,post
2016-08-01,2016,8,A Line,Blue Line,a_line,81909.0,46306.0,35558.0,False,post
2016-08-01,2016,8,B Line,Red Line,red,147638.0,87279.0,73867.0,False,post
2016-08-01,2016,8,C Line,Green Line,green,36698.0,18098.0,16566.0,False,post
2016-08-01,2016,8,E Line,Expo Line,expo,50744.0,36435.0,32455.0,False,post
2016-08-01,2016,8,L Line,Gold Line,gold,43015.0,35560.0,32503.0,True,post
2016-09-01,2016,9,A Line,Blue Line,a_line,80516.0,47318.0,36995.0,False,post
2016-09-01,2016,9,B Line,Red Line,red,147792.0,84378.0,73031.0,False,post
2016-09-01,2016,9,C Line,Green Line,green,34796.0,17655.0,15879.0,False,post
2016-09-01,2016,9,E Line,Expo Line,expo,52018.0,36099.0,32240.0,False,post
2016-09-01,2016,9,L Line,Gold Line,gold,41518.0,34361.0,31784.0,True,post
2016-10-01,2016,10,A Line,Blue Line,a_line,78693.0,46010.0,37029.0,False,post
2016-10-01,2016,10,B Line,Red Line,red,141053.0,89513.0,72957.0,False,post
2016-10-01,2016,10,C Line,Green Line,green,34549.0,17412.0,15603.0,False,post
2016-10-01,2016,10,E Line,Expo Line,expo,52143.0,35211.0,31630.0,False,post
2016-10-01,2016,10,L Line,Gold Line,gold,42344.0,33266.0,30838.0,True,post
2016-11-01,2016,11,A Line,Blue Line,a_line,77996.0,44490.0,36471.0,False,post
2016-11-01,2016,11,B Line,Red Line,red,143692.0,92911.0,70511.0,False,post
2016-11-01,2016,11,C Line,Green Line,green,33581.0,17684.0,15363.0,False,post
2016-11-01,2016,11,E Line,Expo Line,expo,52916.0,34091.0,29765.0,False,post
2016-11-01,2016,11,L Line,Gold Line,gold,47544.0,33074.0,34374.0,True,post
2016-12-01,2016,12,A Line,Blue Line,a_line,76751.0,43670.0,35659.0,False,post
2016-12-01,2016,12,B Line,Red Line,red,144339.0,92107.0,69866.0,False,post
2016-12-01,2016,12,C Line,Green Line,green,33387.0,17744.0,15016.0,False,post
2016-12-01,2016,12,E Line,Expo Line,expo,51311.0,31050.0,28179.0,False,post
2016-12-01,2016,12,L Line,Gold Line,gold,54073.0,34742.0,43819.0,True,post
2017-01-01,2017,1,A Line,Blue Line,a_line,77430.0,43221.0,35742.0,False,post
2017-01-01,2017,1,B Line,Red Line,red,145286.0,90373.0,68400.0,False,post
2017-01-01,2017,1,C Line,Green Line,green,33107.0,16695.0,14509.0,False,post
2017-01-01,2017,1,E Line,Expo Line,expo,53648.0,31720.0,27033.0,False,post
2017-01-01,2017,1,L Line,Gold Line,gold,53473.0,32177.0,44252.0,True,post
2017-02-01,2017,2,A Line,Blue Line,a_line,74596.0,42866.0,33742.0,False,post
2017-02-01,2017,2,B Line,Red Line,red,143964.0,91685.0,67751.0,False,post
2017-02-01,2017,2,C Line,Green Line,green,32449.0,17134.0,13522.0,False,post
2017-02-01,2017,2,E Line,Expo Line,expo,50599.0,32057.0,27652.0,False,post
2017-02-01,2017,2,L Line,Gold Line,gold,55388.0,31018.0,38625.0,True,post
2017-03-01,2017,3,A Line,Blue Line,a_line,72822.0,42796.0,34671.0,False,post
2017-03-01,2017,3,B Line,Red Line,red,144327.0,90593.0,65342.0,False,post
2017-03-01,2017,3,C Line,Green Line,green,32504.0,17201.0,13017.0,False,post
2017-03-01,2017,3,E Line,Expo Line,expo,51195.0,32034.0,26991.0,False,post
2017-03-01,2017,3,L Line,Gold Line,gold,59931.0,32212.0,40340.0,True,post
2017-04-01,2017,4,A Line,Blue Line,a_line,69332.0,40510.0,35047.0,False,post
2017-04-01,2017,4,B Line,Red Line,red,145321.0,92475.0,58740.0,False,post
2017-04-01,2017,4,C Line,Green Line,green,31854.0,18110.0,13233.0,False,post
2017-04-01,2017,4,E Line,Expo Line,expo,51442.0,31987.0,26349.0,False,post
2017-04-01,2017,4,L Line,Gold Line,gold,57176.0,33992.0,38822.0,True,post
2017-05-01,2017,5,A Line,Blue Line,a_line,67670.0,40991.0,33879.0,False,post
2017-05-01,2017,5,B Line,Red Line,red,143120.0,94402.0,62106.0,False,post
2017-05-01,2017,5,C Line,Green Line,green,31507.0,17575.0,13386.0,False,post
2017-05-01,2017,5,E Line,Expo Line,expo,52355.0,32269.0,26248.0,False,post
2017-05-01,2017,5,L Line,Gold Line,gold,60972.0,34763.0,32198.0,True,post
2017-06-01,2017,6,A Line,Blue Line,a_line,68689.0,41995.0,33569.0,False,post
2017-06-01,2017,6,B Line,Red Line,red,143445.0,99782.0,63804.0,False,post
2017-06-01,2017,6,C Line,Green Line,green,31439.0,17643.0,13496.0,False,post
2017-06-01,2017,6,E Line,Expo Line,expo,53766.0,34146.0,25189.0,False,post
2017-06-01,2017,6,L Line,Gold Line,gold,64164.0,35513.0,31706.0,True,post
2017-07-01,2017,7,A Line,Blue Line,a_line,69000.0,41172.0,33239.0,False,post
2017-07-01,2017,7,B Line,Red Line,red,142338.0,96081.0,61375.0,False,post
2017-07-01,2017,7,C Line,Green Line,green,31620.0,17652.0,13012.0,False,post
2017-07-01,2017,7,E Line,Expo Line,expo,54228.0,32565.0,24701.0,False,post
2017-07-01,2017,7,L Line,Gold Line,gold,63385.0,35844.0,31675.0,True,post
2017-08-01,2017,8,A Line,Blue Line,a_line,72202.0,38514.0,34486.0,False,post
2017-08-01,2017,8,B Line,Red Line,red,141471.0,98719.0,65525.0,False,post
2017-08-01,2017,8,C Line,Green Line,green,31963.0,17954.0,13700.0,False,post
2017-08-01,2017,8,E Line,Expo Line,expo,54036.0,32861.0,23602.0,False,post
2017-08-01,2017,8,L Line,Gold Line,gold,60578.0,38837.0,31718.0,True,post
2017-09-01,2017,9,A Line,Blue Line,a_line,73016.0,38803.0,32070.0,False,post
2017-09-01,2017,9,B Line,Red Line,red,139826.0,96135.0,66296.0,False,post
2017-09-01,2017,9,C Line,Green Line,green,33528.0,17345.0,13938.0,False,post
2017-09-01,2017,9,E Line,Expo Line,expo,53157.0,31877.0,23898.0,False,post
2017-09-01,2017,9,L Line,Gold Line,gold,58975.0,39211.0,30879.0,True,post
2017-10-01,2017,10,A Line,Blue Line,a_line,73250.0,37759.0,32076.0,False,post
2017-10-01,2017,10,B Line,Red Line,red,139075.0,100986.0,70026.0,False,post
2017-10-01,2017,10,C Line,Green Line,green,34105.0,15860.0,13706.0,False,post
2017-10-01,2017,10,E Line,Expo Line,expo,52635.0,34704.0,24749.0,False,post
2017-10-01,2017,10,L Line,Gold Line,gold,58803.0,35735.0,31658.0,True,post
2017-11-01,2017,11,A Line,Blue Line,a_line,73949.0,36107.0,32519.0,False,post
2017-11-01,2017,11,B Line,Red Line,red,139649.0,97575.0,69154.0,False,post
2017-11-01,2017,11,C Line,Green Line,green,33790.0,15855.0,13775.0,False,post
2017-11-01,2017,11,E Line,Expo Line,expo,52589.0,33292.0,24468.0,False,post
2017-11-01,2017,11,L Line,Gold Line,gold,61202.0,39215.0,29166.0,True,post
2017-12-01,2017,12,A Line,Blue Line,a_line,73930.0,36285.0,31980.0,False,post
2017-12-01,2017,12,B Line,Red Line,red,136834.0,85694.0,67674.0,False,post
2017-12-01,2017,12,C Line,Green Line,green,32962.0,16291.0,13307.0,False,post
2017-12-01,2017,12,E Line,Expo Line,expo,51158.0,32091.0,23827.0,False,post
2017-12-01,2017,12,L Line,Gold Line,gold,61420.0,38535.0,30381.0,True,post
2018-01-01,2018,1,A Line,Blue Line,a_line,72920.0,33280.0,31196.0,False,post
2018-01-01,2018,1,B Line,Red Line,red,138140.0,85167.0,69241.0,False,post
2018-01-01,2018,1,C Line,Green Line,green,32924.0,17096.0,13746.0,False,post
2018-01-01,2018,1,E Line,Expo Line,expo,50411.0,32858.0,24772.0,False,post
2018-01-01,2018,1,L Line,Gold Line,gold,60564.0,35923.0,28805.0,True,post
2018-02-01,2018,2,A Line,Blue Line,a_line,69668.0,32694.0,29137.0,False,post
2018-02-01,2018,2,B Line,Red Line,red,138610.0,83740.0,67075.0,False,post
2018-02-01,2018,2,C Line,Green Line,green,30814.0,16297.0,13351.0,False,post
2018-02-01,2018,2,E Line,Expo Line,expo,48909.0,32643.0,25574.0,False,post
2018-02-01,2018,2,L Line,Gold Line,gold,61201.0,36631.0,31356.0,True,post
2018-03-01,2018,3,A Line,Blue Line,a_line,67572.0,30833.0,27873.0,False,post
2018-03-01,2018,3,B Line,Red Line,red,135626.0,82035.0,68674.0,False,post
2018-03-01,2018,3,C Line,Green Line,green,29041.0,14950.0,12559.0,False,post
2018-03-01,2018,3,E Line,Expo Line,expo,48744.0,32542.0,24211.0,False,post
2018-03-01,2018,3,L Line,Gold Line,gold,60625.0,37172.0,30255.0,True,post
2018-07-01,2018,7,A Line,Blue Line,a_line,62085.0,32128.0,27633.0,False,post
2018-07-01,2018,7,B Line,Red Line,red,135985.0,82756.0,69629.0,False,post
2018-07-01,2018,7,C Line,Green Line,green,29875.0,15287.0,12870.0,False,post
2018-07-01,2018,7,E Line,Expo Line,expo,50552.0,32712.0,24292.0,False,post
2018-07-01,2018,7,L Line,Gold Line,gold,60432.0,37499.0,34203.0,True,post
2018-08-01,2018,8,A Line,Blue Line,a_line,61965.0,32276.0,29195.0,False,post
2018-08-01,2018,8,B Line,Red Line,red,135626.0,81407.0,73704.0,False,post
2018-08-01,2018,8,C Line,Green Line,green,30106.0,16555.0,13401.0,False,post
2018-08-01,2018,8,E Line,Expo Line,expo,49643.0,33050.0,23379.0,False,post
2018-08-01,2018,8,L Line,Gold Line,gold,60936.0,37815.0,34543.0,True,post
2018-09-01,2018,9,A Line,Blue Line,a_line,62324.0,32224.0,29187.0,False,post
2018-09-01,2018,9,B Line,Red Line,red,138171.0,83801.0,71739.0,False,post
2018-09-01,2018,9,C Line,Green Line,green,31469.0,17993.0,14303.0,False,post
2018-09-01,2018,9,E Line,Expo Line,expo,49521.0,29736.0,24900.0,False,post
2018-09-01,2018,9,L Line,Gold Line,gold,61356.0,38158.0,36388.0,True,post
2018-10-01,2018,10,A Line,Blue Line,a_line,63008.0,30579.0,30314.0,False,post
2018-10-01,2018,10,B Line,Red Line,red,138556.0,82630.0,69353.0,False,post
2018-10-01,2018,10,C Line,Green Line,green,32406.0,18058.0,14595.0,False,post
2018-10-01,2018,10,E Line,Expo Line,expo,50663.0,29432.0,25424.0,False,post
2018-10-01,2018,10,L Line,Gold Line,gold,61957.0,36986.0,34422.0,True,post
2018-11-01,2018,11,A Line,Blue Line,a_line,63463.0,31963.0,30432.0,False,post
2018-11-01,2018,11,B Line,Red Line,red,138937.0,77120.0,71238.0,False,post
2018-11-01,2018,11,C Line,Green Line,green,33177.0,18215.0,14779.0,False,post
2018-11-01,2018,11,E Line,Expo Line,expo,51673.0,28644.0,26510.0,False,post
2018-11-01,2018,11,L Line,Gold Line,gold,62935.0,37687.0,32468.0,True,post
2018-12-01,2018,12,A Line,Blue Line,a_line,62458.0,32774.0,29419.0,False,post
2018-12-01,2018,12,B Line,Red Line,red,140006.0,77786.0,72050.0,False,post
2018-12-01,2018,12,C Line,Green Line,green,32039.0,18030.0,15057.0,False,post
2018-12-01,2018,12,E Line,Expo Line,expo,55028.0,27639.0,26449.0,False,post
2018-12-01,2018,12,L Line,Gold Line,gold,62383.0,36405.0,31558.0,True,post
2019-01-01,2019,1,A Line,Blue Line,a_line,61623.0,31994.0,29416.0,False,post
2019-01-01,2019,1,B Line,Red Line,red,139759.0,78342.0,71760.0,False,post
2019-01-01,2019,1,C Line,Green Line,green,31711.0,17518.0,14992.0,False,post
2019-01-01,2019,1,E Line,Expo Line,expo,54907.0,27194.0,26004.0,False,post
2019-01-01,2019,1,L Line,Gold Line,gold,61572.0,34958.0,29833.0,True,post
2019-02-01,2019,2,A Line,Blue Line,a_line,29774.0,20451.0,16318.0,False,post
2019-02-01,2019,2,B Line,Red Line,red,139850.0,77831.0,69648.0,False,post
2019-02-01,2019,2,C Line,Green Line,green,29607.0,16142.0,14002.0,False,post
2019-02-01,2019,2,E Line,Expo Line,expo,54130.0,28121.0,25650.0,False,post
2019-02-01,2019,2,L Line,Gold Line,gold,61104.0,34209.0,30366.0,True,post
2019-03-01,2019,3,A Line,Blue Line,a_line,30599.0,21283.0,18457.0,False,post
2019-03-01,2019,3,B Line,Red Line,red,136622.0,76355.0,68962.0,False,post
2019-03-01,2019,3,C Line,Green Line,green,29056.0,15743.0,13880.0,False,post
2019-03-01,2019,3,E Line,Expo Line,expo,52632.0,27422.0,25952.0,False,post
2019-03-01,2019,3,L Line,Gold Line,gold,61828.0,34302.0,31231.0,True,post
2019-04-01,2019,4,A Line,Blue Line,a_line,30092.0,21042.0,17347.0,False,post
2019-04-01,2019,4,B Line,Red Line,red,135951.0,77066.0,67228.0,False,post
2019-04-01,2019,4,C Line,Green Line,green,27783.0,16323.0,13654.0,False,post
2019-04-01,2019,4,E Line,Expo Line,expo,50463.0,28110.0,25029.0,False,post
2019-04-01,2019,4,L Line,Gold Line,gold,62135.0,33631.0,30619.0,True,post
2019-05-01,2019,5,A Line,Blue Line,a_line,29560.0,20272.0,17101.0,False,post
2019-05-01,2019,5,B Line,Red Line,red,134329.0,79423.0,62894.0,False,post
2019-05-01,2019,5,C Line,Green Line,green,27190.0,16331.0,13392.0,False,post
2019-05-01,2019,5,E Line,Expo Line,expo,48563.0,30184.0,24368.0,False,post
2019-05-01,2019,5,L Line,Gold Line,gold,61372.0,33841.0,30530.0,True,post
2019-06-01,2019,6,A Line,Blue Line,a_line,10950.0,8824.0,7889.0,False,post
2019-06-01,2019,6,B Line,Red Line,red,132859.0,79348.0,63600.0,False,post
2019-06-01,2019,6,C Line,Green Line,green,28272.0,16415.0,12974.0,False,post
2019-06-01,2019,6,E Line,Expo Line,expo,47884.0,29931.0,23769.0,False,post
2019-06-01,2019,6,L Line,Gold Line,gold,61045.0,33387.0,30197.0,True,post
2019-07-01,2019,7,A Line,Blue Line,a_line,11474.0,9492.0,8326.0,False,post
2019-07-01,2019,7,B Line,Red Line,red,130228.0,79572.0,61923.0,False,post
2019-07-01,2019,7,C Line,Green Line,green,28547.0,16261.0,12995.0,False,post
2019-07-01,2019,7,E Line,Expo Line,expo,44686.0,29943.0,24573.0,False,post
2019-07-01,2019,7,L Line,Gold Line,gold,58521.0,33855.0,29800.0,True,post
2019-08-01,2019,8,A Line,Blue Line,a_line,11938.0,9283.0,8384.0,False,post
2019-08-01,2019,8,B Line,Red Line,red,127642.0,76831.0,62511.0,False,post
2019-08-01,2019,8,C Line,Green Line,green,29295.0,16718.0,13820.0,False,post
2019-08-01,2019,8,E Line,Expo Line,expo,43027.0,29883.0,24456.0,False,post
2019-08-01,2019,8,L Line,Gold Line,gold,56147.0,33385.0,29045.0,True,post
2019-09-01,2019,9,A Line,Blue Line,a_line,12528.0,9563.0,7608.0,False,post
2019-09-01,2019,9,B Line,Red Line,red,131033.0,75981.0,62704.0,False,post
2019-09-01,2019,9,C Line,Green Line,green,30239.0,17012.0,13855.0,False,post
2019-09-01,2019,9,E Line,Expo Line,expo,42108.0,30640.0,23813.0,False,post
2019-09-01,2019,9,L Line,Gold Line,gold,54030.0,33474.0,28902.0,True,post
2019-10-01,2019,10,A Line,Blue Line,a_line,12322.0,8633.0,7344.0,False,post
2019-10-01,2019,10,B Line,Red Line,red,131696.0,75594.0,61879.0,False,post
2019-10-01,2019,10,C Line,Green Line,green,30236.0,17186.0,13824.0,False,post
2019-10-01,2019,10,E Line,Expo Line,expo,42505.0,30305.0,23691.0,False,post
2019-10-01,2019,10,L Line,Gold Line,gold,53242.0,33743.0,28664.0,True,post
2019-11-01,2019,11,A Line,Blue Line,a_line,44578.0,32434.0,24287.0,False,post
2019-11-01,2019,11,B Line,Red Line,red,130623.0,75032.0,62985.0,False,post
2019-11-01,2019,11,C Line,Green Line,green,30052.0,16733.0,14349.0,False,post
2019-11-01,2019,11,E Line,Expo Line,expo,43838.0,29352.0,22926.0,False,post
2019-11-01,2019,11,L Line,Gold Line,gold,51833.0,33694.0,28768.0,True,post
2019-12-01,2019,12,A Line,Blue Line,a_line,45467.0,30404.0,24585.0,False,post
2019-12-01,2019,12,B Line,Red Line,red,130522.0,73647.0,60933.0,False,post
2019-12-01,2019,12,C Line,Green Line,green,29501.0,16302.0,14354.0,False,post
2019-12-01,2019,12,E Line,Expo Line,expo,47329.0,30896.0,22922.0,False,post
2019-12-01,2019,12,L Line,Gold Line,gold,52995.0,32888.0,28721.0,True,post
2020-01-01,2020,1,A Line,Blue Line,a_line,50456.0,38169.0,26996.0,False,post
2020-01-01,2020,1,B Line,Red Line,red,133715.0,72692.0,61806.0,False,post
2020-01-01,2020,1,C Line,Green Line,green,29333.0,16339.0,14307.0,False,post
2020-01-01,2020,1,E Line,Expo Line,expo,47962.0,30836.0,22788.0,False,post
2020-01-01,2020,1,L Line,Gold Line,gold,55117.0,33544.0,29873.0,True,post
2020-02-01,2020,2,A Line,Blue Line,a_line,52957.0,35489.0,28804.0,False,post
2020-02-01,2020,2,B Line,Red Line,red,133755.0,80847.0,61695.0,False,post
2020-02-01,2020,2,C Line,Green Line,green,29376.0,16504.0,13956.0,False,post
2020-02-01,2020,2,E Line,Expo Line,expo,47697.0,30393.0,22757.0,False,post
2020-02-01,2020,2,L Line,Gold Line,gold,57659.0,35859.0,31611.0,True,post
2020-03-01,2020,3,A Line,Blue Line,a_line,34721.0,20202.0,19976.0,False,post
2020-03-01,2020,3,B Line,Red Line,red,79771.0,41631.0,40449.0,False,post
2020-03-01,2020,3,C Line,Green Line,green,19015.0,10970.0,9491.0,False,post
2020-03-01,2020,3,E Line,Expo Line,expo,26926.0,13317.0,13603.0,False,post
2020-03-01,2020,3,L Line,Gold Line,gold,32030.0,17505.0,25548.0,True,post
2020-04-01,2020,4,A Line,Blue Line,a_line,17826.0,13536.0,10955.0,False,post
2020-04-01,2020,4,B Line,Red Line,red,42206.0,28454.0,22502.0,False,post
2020-04-01,2020,4,C Line,Green Line,green,8694.0,7597.0,6547.0,False,post
2020-04-01,2020,4,E Line,Expo Line,expo,12847.0,10019.0,7705.0,False,post
2020-04-01,2020,4,L Line,Gold Line,gold,12848.0,10179.0,10049.0,True,post
2020-05-01,2020,5,A Line,Blue Line,a_line,20003.0,14976.0,11988.0,False,post
2020-05-01,2020,5,B Line,Red Line,red,50351.0,33529.0,25108.0,False,post
2020-05-01,2020,5,C Line,Green Line,green,9790.0,8307.0,6750.0,False,post
2020-05-01,2020,5,E Line,Expo Line,expo,15420.0,12126.0,9063.0,False,post
2020-05-01,2020,5,L Line,Gold Line,gold,15261.0,12140.0,11330.0,True,post
